uuid,article_url,article
1741708737-590,https://www.detailingwiki.org/tag/washing/,Before and after photo’s are fairly popular when showing the work done on a vehicle. But these photo’s don’t always properly show the work that has been done because the images are to difficult to compare.
1741707841-86,https://www.detailingwiki.org/tag/wool-washmitt/,"When you ask a detailer for a starter pack, they will often begin with 2 buckets and a proper washmitt. But why? What’s so special about a washmitt that you need to have it? A washmitt is essential in taken care of your vehicle in a way that will minimize the amount of surface imperfections you create."
1741710615-1272,https://www.detailingwiki.org/tag/tapwater/,Miscellaneous detailing related content
1741709038-738,https://www.detailingwiki.org/tag/valetpro/,Manufacturers of Detailing related products
1741709338-889,https://www.detailingwiki.org/tag/tyre/,Articles related to decontamination
1741710997-1510,https://www.detailingwiki.org/tag/sugar/,Miscellaneous detailing related content
1741708017-176,https://www.detailingwiki.org/tag/winter-wax/,Guides to detailing
1741708979-713,https://www.detailingwiki.org/tag/vbulletin/,Miscellaneous detailing related content
1741710931-1471,https://www.detailingwiki.org/tag/surbuf/,"A random orbital and its different settings can affect your performance in a great way. A couple of big issues that influence the polishing performance are the speed, stroke size and pressure. But first some general information about the machine."
1741708067-209,https://www.detailingwiki.org/tag/wind-chill/,"When glass has a temperature that is lower then, or equal to 0 degrees Celsius, any water coming in contact with it, will freeze and turn into ice. This is often seen in cold climates or seasons and might require the ice to be removed."
1741710844-1402,https://www.detailingwiki.org/tag/surfactant/,"Surfactants are additives for certain products to lower the surface tension of a liquid. This helps the liquid to mix and combine with another substance, making it easier to combine a mixture of several (types of) substances. This acts as an emulsion, wetting-agent, detergent, foaming agent and/or dispersants. Surfactants combine hydrophobic and hydrophilic properties, which allows them to interact with both types."
1741707950-147,https://www.detailingwiki.org/tag/wiping-off/,Panel wipe is a specific product that is designed to remove polish residue in order to prepare the surface for protection. This often means it has to remove oils and silicones. Most panel wipe are also good glass cleaner.
1741709191-826,https://www.detailingwiki.org/tag/united-states/,Wolfgang is one of the brands by Palm Beach Motoring Group and is located in the United States of America. The brand is also known as Wolfgang Chemicals or Wolfgang Concours.
1741710038-1120,https://www.detailingwiki.org/tag/tire-cleaning/,Articles related to decontamination
1741708128-243,https://www.detailingwiki.org/tag/when-not-to-polish/,"There might be certain situation in which it is advised to not polish a certain surface. This can be due to damage, time limit, thin surface or other factors. Knowing when not to polish might be as important as knowing when to polish."
1741708591-514,https://www.detailingwiki.org/tag/water-spots/,Miscellaneous detailing related content
1741710630-1284,https://www.detailingwiki.org/tag/tape/,Masking tape is tape designed to be applied to sensitive surfaces with the aim of masking off certain areas and easy and residue free removal. Masking tape comes in several sizes and can be varies colors. It helps to prevent polish from getting onto surfaces you don’t want it to get at.
1741709203-839,https://www.detailingwiki.org/tag/unique-wax/,Manufacturers of Detailing related products
1741708559-484,https://www.detailingwiki.org/tag/waterless/,"Smart Polish Pro is an English manufacturer of detailing products with a strong aim on environmental-friendly products that do not require the use of water. The company is fairly young, but has been growing in popularity in only a few years."
1741709321-885,https://www.detailingwiki.org/tag/tyre-cleaner/,"Paintwork gets cleaned very frequently, but tyres not so much. Everybody who knows the word “detailer” or “valeter” probably knows how to safely remove contaminants from the surface of a vehicle. Even when glass is dirty, you’ll quickly see the streaks and your fingers will be itching to reach for the glass cleaner. Most parts of a vehicles gets cleaned frequently, and we have all kinds of products that help us keep our cars/bikes looking sparkly clean."
1741709692-1011,https://www.detailingwiki.org/tag/traffic-film/,"A pre-wash can be done to loosen up dirt and grime before you start washing the car. This means that your washmitt (or similar) will have much less dirt to remove. This results in cleaner rinse water, less often the need to rinse your mitt and less mechanical cleaning needed."
1741709754-1039,https://www.detailingwiki.org/tag/towel/,"Applicators are products that are used to spread, apply, rub or buff a certain product to a certain surface. These can also be referred to as an applicator pad. There are many several differen shapes, sizes and material that are used for this."
1741708742-599,https://www.detailingwiki.org/tag/washer/,"Kärcher is a German manufacturer of several technical products, most known for its high pressure washers. The company mainly aims at cleaning equipment and has been in service since 1935 by Alfred Kärcher."
1741710915-1459,https://www.detailingwiki.org/tag/surface/,"Removing a scratch is a very important part of the correction process. However, there are several different ways of removing several different types of scratches. It also needs an explanation on what removing a scratch actually means."
1741708969-709,https://www.detailingwiki.org/tag/vehicle/,Before and after photo’s are fairly popular when showing the work done on a vehicle. But these photo’s don’t always properly show the work that has been done because the images are to difficult to compare.
